shipper_id,employee_id,product_id,customer_id,order_id,prix_unitaire,quantite,discount,sous_total,order_date,required_date,shipped_date,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,is_shipped,customer_company_name,customer_contact_name,customer_contact_title,customer_address,customer_city,customer_region,customer_postal_code,customer_country,customer_phone,customer_fax,category_id,product_name,supplier_id,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,en_stock,category_name,category_description,picture,employee_first_name,employee_last_name,employee_title,employee_hire_date,employee_city,employee_country,employee_full_name,shipper_name,shipper_phone
2,4,20,SUPRD,10252,64.8,40,0.05,2462.4,1996-07-09,1996-08-06,1996-07-11,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,true,Suprêmes délices,Pascale Cartrain,Accounting Manager,"Boulevard Tirou, 255",Charleroi,,B-6000,BELGIUM,(071) 23 67 22 20,(071) 23 67 22 21,3,Sir Rodney's Marmalade,8,30 gift boxes,81.0,40,0,0,0,true,Confections,"Desserts, candies, and sweet breads",,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,United Package,(503) 555-3199
1,4,40,FRANK,10267,14.7,50,0.0,735.0,1996-07-29,1996-08-26,1996-08-06,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,true,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,GERMANY,089-0877310,089-0877451,8,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,0,true,Seafood,Seaweed and fish,,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,Speedy Express,(503) 555-9831
2,6,20,RATTC,10272,64.8,6,0.0,388.8,1996-08-02,1996-08-30,1996-08-06,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,true,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,3,Sir Rodney's Marmalade,8,30 gift boxes,81.0,40,0,0,0,true,Confections,"Desserts, candies, and sweet breads",,Michael,Suyama,Sales Representative,1993-10-17,London,UK,Michael Suyama,United Package,(503) 555-3199
3,3,40,QUICK,10273,14.7,60,0.05,837.9,1996-08-05,1996-09-02,1996-08-12,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,true,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,GERMANY,0372-035188,,8,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,0,true,Seafood,Seaweed and fish,,Janet,Leverling,Sales Representative,1992-04-01,Kirkland,USA,Janet Leverling,Federal Shipping,(503) 555-9931
2,1,40,QUICK,10285,14.7,40,0.2,470.4,1996-08-20,1996-09-17,1996-08-26,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,true,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,GERMANY,0372-035188,,8,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,0,true,Seafood,Seaweed and fish,,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,United Package,(503) 555-3199
2,1,20,TRADH,10292,64.8,20,0.0,1296.0,1996-08-28,1996-09-25,1996-09-02,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,true,Tradição Hipermercados,Anabela Domingues,Sales Representative,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,BRAZIL,(11) 555-2167,(11) 555-2168,3,Sir Rodney's Marmalade,8,30 gift boxes,81.0,40,0,0,0,true,Confections,"Desserts, candies, and sweet breads",,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,United Package,(503) 555-3199
2,8,40,WANDK,10301,14.7,10,0.0,147.0,1996-09-09,1996-10-07,1996-09-17,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,true,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,GERMANY,0711-020361,0711-035428,8,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,0,true,Seafood,Seaweed and fish,,Laura,Callahan,Inside Sales Coordinator,1994-03-05,Seattle,USA,Laura Callahan,United Package,(503) 555-3199
2,7,40,GODOS,10303,14.7,40,0.1,529.2,1996-09-11,1996-10-09,1996-09-18,107.83,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,true,Godos Cocina Típica,José Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,SPAIN,(95) 555 82 82,,8,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,0,true,Seafood,Seaweed and fish,,Robert,King,Sales Representative,1994-01-02,London,UK,Robert King,United Package,(503) 555-3199
3,4,40,FAMIA,10347,14.7,4,0.0,58.8,1996-11-06,1996-12-04,1996-11-08,3.1,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,true,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Orós, 92",Sao Paulo,SP,05442-030,BRAZIL,(11) 555-9857,,8,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,0,true,Seafood,Seaweed and fish,,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,Federal Shipping,(503) 555-9931
2,5,20,QUEEN,10372,64.8,12,0.25,583.2,1996-12-04,1997-01-01,1996-12-09,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,true,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,BRAZIL,(11) 555-1189,,3,Sir Rodney's Marmalade,8,30 gift boxes,81.0,40,0,0,0,true,Confections,"Desserts, candies, and sweet breads",,Steven,Buchanan,Sales Manager,1993-10-17,London,UK,Steven Buchanan,United Package,(503) 555-3199
