shipper_id,employee_id,product_id,customer_id,order_id,prix_unitaire,quantite,discount,sous_total,order_date,required_date,shipped_date,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,is_shipped,customer_company_name,customer_contact_name,customer_contact_title,customer_address,customer_city,customer_region,customer_postal_code,customer_country,customer_phone,customer_fax,category_id,product_name,supplier_id,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,en_stock,category_name,category_description,picture,employee_first_name,employee_last_name,employee_title,employee_hire_date,employee_city,employee_country,employee_full_name,shipper_name,shipper_phone
1,6,69,LILAS,10296,28.8,15,0.0,432.0,1996-09-03,1996-10-01,1996-09-11,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,true,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,VENEZUELA,(9) 331-6954,(9) 331-7256,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Michael,Suyama,Sales Representative,1993-10-17,London,UK,Michael Suyama,Speedy Express,(503) 555-9831
3,7,69,ANATR,10308,28.8,1,0.0,28.8,1996-09-18,1996-10-16,1996-09-24,1.61,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,true,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constitución 2222,México D.F.,,05021,MEXICO,(5) 555-4729,(5) 555-3745,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Robert,King,Sales Representative,1994-01-02,London,UK,Robert King,Federal Shipping,(503) 555-9931
3,1,69,DUMON,10311,28.8,7,0.0,201.6,1996-09-20,1996-10-04,1996-09-26,24.69,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,true,Du monde entier,Janine Labrune,Owner,"67, rue des Cinquante Otages",Nantes,,44000,FRANCE,40.67.88.88,40.67.89.89,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,Federal Shipping,(503) 555-9931
2,6,69,LAMAI,10350,28.8,18,0.1,466.56,1996-11-11,1996-12-09,1996-12-03,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,true,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,FRANCE,61.77.61.10,61.77.61.11,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Michael,Suyama,Sales Representative,1993-10-17,London,UK,Michael Suyama,United Package,(503) 555-3199
2,6,69,WANDK,10356,28.8,20,0.0,576.0,1996-11-18,1996-12-16,1996-11-27,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,true,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,GERMANY,0711-020361,0711-035428,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Michael,Suyama,Sales Representative,1993-10-17,London,UK,Michael Suyama,United Package,(503) 555-3199
1,1,69,EASTC,10364,28.8,30,0.0,864.0,1996-11-26,1997-01-07,1996-12-04,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,true,Eastern Connection,Ann Devon,Sales Agent,35 King George,London,,WX3 6FW,UK,(171) 555-0297,(171) 555-3373,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,Speedy Express,(503) 555-9831
3,2,69,PICCO,10392,28.8,50,0.0,1440.0,1996-12-24,1997-01-21,1997-01-01,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,true,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,AUSTRIA,6562-9722,6562-9723,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Andrew,Fuller,"Vice President, Sales",1992-08-14,Tacoma,USA,Andrew Fuller,Federal Shipping,(503) 555-9931
1,6,69,HILAA,10395,28.8,8,0.0,230.4,1996-12-26,1997-01-23,1997-01-03,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,true,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,VENEZUELA,(5) 555-1340,(5) 555-1948,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Michael,Suyama,Sales Representative,1993-10-17,London,UK,Michael Suyama,Speedy Express,(503) 555-9831
2,2,69,OTTIK,10407,28.8,15,0.0,432.0,1997-01-07,1997-02-04,1997-01-30,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,true,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,GERMANY,0221-0644327,0221-0765721,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Andrew,Fuller,"Vice President, Sales",1992-08-14,Tacoma,USA,Andrew Fuller,United Package,(503) 555-3199
2,4,69,RICSU,10419,28.8,20,0.05,547.2,1997-01-20,1997-02-17,1997-01-30,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,true,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,SWITZERLAND,0897-034214,,4,Gudbrandsdalsost,15,10 kg pkg.,36.0,26,0,15,0,true,Dairy Products,Cheeses,,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,United Package,(503) 555-3199
