shipper_id,employee_id,product_id,customer_id,order_id,prix_unitaire,quantite,discount,sous_total,order_date,required_date,shipped_date,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,is_shipped,customer_company_name,customer_contact_name,customer_contact_title,customer_address,customer_city,customer_region,customer_postal_code,customer_country,customer_phone,customer_fax,category_id,product_name,supplier_id,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,en_stock,category_name,category_description,picture,employee_first_name,employee_last_name,employee_title,employee_hire_date,employee_city,employee_country,employee_full_name,shipper_name,shipper_phone
2,4,35,QUEDE,10261,14.4,20,0.0,288.0,1996-07-19,1996-08-16,1996-07-30,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,true,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,BRAZIL,(21) 555-4252,(21) 555-4545,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,United Package,(503) 555-3199
1,4,35,ROMEY,10281,14.4,4,0.0,57.6,1996-08-14,1996-08-28,1996-08-21,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,true,Romero y tomillo,Alejandra Camino,Accounting Manager,"Gran Vía, 1",Madrid,,28001,SPAIN,(91) 745 6200,(91) 745 6210,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,Speedy Express,(503) 555-9831
3,8,35,QUICK,10286,14.4,100,0.0,1440.0,1996-08-21,1996-09-18,1996-08-30,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,true,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,GERMANY,0372-035188,,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Laura,Callahan,Inside Sales Coordinator,1994-03-05,Seattle,USA,Laura Callahan,Federal Shipping,(503) 555-9931
2,3,35,ISLAT,10321,14.4,10,0.0,144.0,1996-10-03,1996-10-31,1996-10-11,3.43,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,true,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Janet,Leverling,Sales Representative,1992-04-01,Kirkland,USA,Janet Leverling,United Package,(503) 555-3199
1,9,35,SAVEA,10324,14.4,70,0.15,856.8,1996-10-08,1996-11-05,1996-10-10,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,true,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Anne,Dodsworth,Sales Representative,1994-11-15,London,UK,Anne Dodsworth,Speedy Express,(503) 555-9831
1,6,35,ERNSH,10390,14.4,40,0.1,518.4,1996-12-23,1997-01-20,1996-12-26,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,true,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,AUSTRIA,7675-3425,7675-3426,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Michael,Suyama,Sales Representative,1993-10-17,London,UK,Michael Suyama,Speedy Express,(503) 555-9831
3,2,35,SAVEA,10398,14.4,30,0.0,432.0,1996-12-30,1997-01-27,1997-01-09,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,true,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Andrew,Fuller,"Vice President, Sales",1992-08-14,Tacoma,USA,Andrew Fuller,Federal Shipping,(503) 555-9931
3,1,35,EASTC,10400,14.4,35,0.0,504.0,1997-01-01,1997-01-29,1997-01-16,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,true,Eastern Connection,Ann Devon,Sales Agent,35 King George,London,,WX3 6FW,UK,(171) 555-0297,(171) 555-3373,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,Federal Shipping,(503) 555-9931
2,7,35,MEREP,10424,14.4,60,0.2,691.2,1997-01-23,1997-02-20,1997-01-27,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,true,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,CANADA,(514) 555-8054,(514) 555-8055,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Robert,King,Sales Representative,1994-01-02,London,UK,Robert King,United Package,(503) 555-3199
3,3,35,BERGS,10444,14.4,8,0.0,115.2,1997-02-12,1997-03-12,1997-02-21,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,true,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,SWEDEN,0921-12 34 65,0921-12 34 67,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Janet,Leverling,Sales Representative,1992-04-01,Kirkland,USA,Janet Leverling,Federal Shipping,(503) 555-9931
2,8,35,CACTU,10521,18.0,3,0.0,54.0,1997-04-29,1997-05-27,1997-05-02,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,true,Cactus Comidas para llevar,Patricio Simpson,Sales Agent,Cerrito 333,Buenos Aires,,1010,ARGENTINA,(1) 135-5555,(1) 135-4892,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Laura,Callahan,Inside Sales Coordinator,1994-03-05,Seattle,USA,Laura Callahan,United Package,(503) 555-3199
3,1,35,VICTE,10546,18.0,30,0.0,540.0,1997-05-23,1997-06-20,1997-05-27,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,true,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,,69004,FRANCE,78.32.54.86,78.32.54.87,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,Federal Shipping,(503) 555-9931
3,4,35,FURIB,10551,18.0,20,0.15,306.0,1997-05-28,1997-07-09,1997-06-06,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,true,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,PORTUGAL,(1) 354-2534,(1) 354-2535,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,Federal Shipping,(503) 555-9931
2,2,35,WARTH,10553,18.0,6,0.0,108.0,1997-05-30,1997-06-27,1997-06-03,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,true,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,FINLAND,981-443655,981-443655,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Andrew,Fuller,"Vice President, Sales",1992-08-14,Tacoma,USA,Andrew Fuller,United Package,(503) 555-3199
3,4,35,BSBEV,10578,18.0,20,0.0,360.0,1997-06-24,1997-07-22,1997-07-25,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,true,B's Beverages,Victoria Ashworth,Sales Representative,Fauntleroy Circus,London,,EC2 5NT,UK,(171) 555-1212,,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Margaret,Peacock,Sales Representative,1993-05-03,Redmond,USA,Margaret Peacock,Federal Shipping,(503) 555-9931
1,1,35,QUEDE,10587,18.0,20,0.0,360.0,1997-07-02,1997-07-30,1997-07-09,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,true,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,BRAZIL,(21) 555-4252,(21) 555-4545,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Nancy,Davolio,Sales Representative,1992-05-01,Seattle,USA,Nancy Davolio,Speedy Express,(503) 555-9831
2,8,35,GREAL,10589,18.0,4,0.0,72.0,1997-07-04,1997-08-01,1997-07-14,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,true,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Laura,Callahan,Inside Sales Coordinator,1994-03-05,Seattle,USA,Laura Callahan,United Package,(503) 555-3199
1,2,35,ERNSH,10595,18.0,30,0.25,405.0,1997-07-10,1997-08-07,1997-07-14,96.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,true,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,AUSTRIA,7675-3425,7675-3426,1,Steeleye Stout,16,24 - 12 oz bottles,18.0,20,0,15,0,true,Beverages,"Soft drinks, coffees, teas, beers, and ales",,Andrew,Fuller,"Vice President, Sales",1992-08-14,Tacoma,USA,Andrew Fuller,Speedy Express,(503) 555-9831
